ext_id,title,link,msd_ontology_with_link,msd_ontology_with_title,cp_ontology_with_link,cp_ontology_with_title
P22370259,Kids' Pull-on Ballet Shoes (10 Small - 6 Large),http://www.marksandspencer.com/ballerina-ballet-shoes/p/p22370259,NA>shoes>ballerina,NA>shoes>others,NA>shoes>ballerina,NA>shoes>others
P60119399,Charcoal Textured Slim Fit Jacket,http://www.marksandspencer.com/charcoal-textured-slim-fit-jacket/p/p60119399,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P22420968,Navy Regular Fit Jacket,http://www.marksandspencer.com/notch-lapel-2-button-twill-jacket/p/p22420968,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P22291619,Gingham Pleated Dress (2-14 Years),http://www.marksandspencer.com/pleated-dress/p/p22291619,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60114353,2in Longer 3 Pack Easy to Iron Shirt,http://www.marksandspencer.com/2in-longer-cotton-blend-shirt-with-pocket/p/p60114353,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P22291608,Gingham Pure Cotton Skin Kind&trade; Dress,http://www.marksandspencer.com/skinkind-dress/p/p22291608,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60122318,3 Pack Silver Plated Hoop Earrings Set,http://www.marksandspencer.com/3-pack-silver-plated-hoop-earrings-set/p/p60122318,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P22162199,Pure Cotton Non-Iron Regular Fit Shirt,http://www.marksandspencer.com/ultimate-non-iron-pure-cotton-shirt/p/p22162199,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60138357,3 Pack Cotton Rich Multi Design Socks,http://www.marksandspencer.com/3-pairs-of-cotton-rich-multi-design-socks/p/p60138357,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60100220,Girls' Slim Fit Skirt with Permanent Pleats,http://www.marksandspencer.com/girls-slim-fit-traditional-pleated-skirt-with-adjustable-waist/p/p60100220,girls>bottomwear>skirts>others,girls>bottomwear>skirts>others,girls>bottomwear>skirts>others,girls>bottomwear>skirts>others
P60093036,Faux Leather Metal Tab Cross Body Bag,http://www.marksandspencer.com/metal-tab-across-body-bag/p/p60093036,NA>bags>others,NA>bags>crossbody,NA>bags>others,NA>bags>crossbody
P60100252,Girls' Longer Length Skirt,http://www.marksandspencer.com/girls-longer-length-pleated-skirt-with-adjustable-waist/p/p60100252,girls>bottomwear>skirts>others,girls>bottomwear>skirts>others,girls>bottomwear>skirts>others,girls>bottomwear>skirts>others
P22397573,The Poppy Collection&reg; Lapel Pin,http://www.marksandspencer.com/poppy-label-pin/p/p22397573,,NA>accessories>others,,NA>accessories>others
P60104311,Lace Non-Padded Bralet,http://www.marksandspencer.com/silk-and-lace-bralet/p/p60104311,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P60097963,Navy Modern Slim Fit Trousers,http://www.marksandspencer.com/navy-modern-slim-fit-trousers/p/p60097963,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60098008,Black Tailored Fit Trousers,http://www.marksandspencer.com/black-tailored-fit-trousers/p/p60098008,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60099981,Boys' Regular Leg Trousers,http://www.marksandspencer.com/boys-trousers-with-crease-resistant/p/p60099981,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers
P60101832,2 Pack Pure Cotton Skin Kind&trade; Blouses,http://www.marksandspencer.com/2-pack-girls-pure-cotton-blouse-with-skinkind/p/p60101832,girls>topwear>blouses,NA>topwear>blouses,girls>topwear>blouses,NA>topwear>blouses
P60098192,PLUS 2 Pack Boys' Ultimate Non-Iron Shirts,http://www.marksandspencer.com/plus-2-pack-unisex-non-iron-shirts/p/p60098192,unisex>topwear>shirts,boys>topwear>shirts,unisex>topwear>shirts,boys>topwear>shirts
P60098350,3 Pack Boys' Slim Fit Easy to Iron Shirts,http://www.marksandspencer.com/3-pack-boys-slim-fit-easy-to-iron-shirts/p/p60098350,boys>topwear>shirts,boys>topwear>shirts,boys>topwear>shirts,boys>topwear>shirts
P60105061,Leather Gloves,http://www.marksandspencer.com/leather-gloves/p/p60105061,NA>accessories>winter_accessories>gloves,NA>accessories>winter_accessories>gloves,NA>accessories>winter_accessories>gloves,NA>accessories>winter_accessories>gloves
P60107869,2in Longer Pure Cotton Striped Pyjama Set,http://www.marksandspencer.com/big-and-tall-pure-cotton-striped-pyjamas/p/p60107869,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60112664,3 Pair Pack No Show Trainer Liner Socks,http://www.marksandspencer.com/3-pair-pack-cotton-rich-trainer-liner-socks/p/p60112664,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60111411,Indigo Textured Regular Fit Waistcoat,http://www.marksandspencer.com/indigo-textured-regular-fit-waistcoat/p/p60111411,NA>outerwear>jackets&coats>waist_coats,NA>outerwear>jackets&coats>waist_coats,NA>outerwear>jackets&coats>waist_coats,NA>outerwear>jackets&coats>waist_coats
P60082152,4 Pack Pure Cotton Full Briefs,http://www.marksandspencer.com/4-pack-pure-cotton-full-briefs/p/p60082152,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear
P60121146,Leather Buckle Hip Belt,http://www.marksandspencer.com/leather-buckle-hip-belt/p/p60121146,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts
P60109662,Kids’ Star Wars&trade; Backpack,http://www.marksandspencer.com/kids-star-wars-flashing-light-rucksack/p/p60109662,NA>bags>others,NA>bags>backpacks,NA>bags>others,NA>bags>backpacks
P22405513,Leather Lace-up Derby Shoes,http://www.marksandspencer.com/leather-welted-lace-up-derby-shoes/p/p22405513,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60107127,Crossed Zipped Biker Jacket,http://www.marksandspencer.com/pu-biker-jacket/p/p60107127,NA>outerwear>jackets&coats>biker,NA>outerwear>jackets&coats>biker,NA>outerwear>jackets&coats>biker,NA>outerwear>jackets&coats>biker
P60101839,7 Pack Freshfeet&trade; Autumn Cotton Rich Socks,http://www.marksandspencer.com/7-pairs-of-cool-and-freshfeet-cotton-rich-sock/p/p60101839,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60123151,2 Pairs of Freshfeet&trade; Tights (6-14 Years),http://www.marksandspencer.com/2-pairs-of-freshfeet-tights-6-14-years-/p/p60123151,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60100483,Senior Boys' Longer Length Blazer,http://www.marksandspencer.com/senior-boys-crease-resistant-blazer/p/p60100483,boys>outerwear>jackets&coats>blazers,boys>outerwear>jackets&coats>blazers,boys>outerwear>jackets&coats>blazers,boys>outerwear>jackets&coats>blazers
P60114077,Sparkle Pashminetta Scarf,http://www.marksandspencer.com/sparkle-pashminetta-scarf/p/p60114077,NA>accessories>scarves,NA>accessories>scarves,NA>accessories>scarves,NA>accessories>scarves
P60101921,3 Pack Modal Pima Blend Socks,http://www.marksandspencer.com/3-pairs-of-modal-blend-assorted-socks/p/p60101921,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60101814,7 Pack Cool & Freshfeet&trade; Cotton Rich Socks,http://www.marksandspencer.com/7-pairs-of-cool-and-freshfeet-cotton-rich-socks/p/p60101814,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P22469116,Slim Leg Trousers,http://www.marksandspencer.com/modern-slim-leg-trousers/p/p22469116,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P22466818,Wool Blend Flat Cap,http://www.marksandspencer.com/wool-blend-flat-cap/p/p22466818,NA>accessories>hats>cap,NA>accessories>hats>cap,NA>accessories>hats>cap,NA>accessories>hats>cap
P60103939,Super Soft Cotton Towelling Gown,http://www.marksandspencer.com/cotton-rich-long-sleeve-dressing-gown-with-belt/p/p60103939,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi
P60098744,2 Piece Pure Cotton Top & Bottom Outfit,http://www.marksandspencer.com/2-piece-pure-cotton-top-and-bottom-outfit/p/p60098744,NA>bottomwear>others,NA>bottomwear>others,NA>bottomwear>others,NA>bottomwear>others
P22315559,Faux Fur Shawl Collar Fleece Wrap,http://www.marksandspencer.com/faux-fur-shawl-collar-fleece-wrap/p/p22315559,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60106900,Pure Cotton Checked Oxford Shirt,http://www.marksandspencer.com/pure-cotton-oxford-shirt-with-pocket/p/p60106900,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60100739,Senior Girls' Skinny Leg Trousers,http://www.marksandspencer.com/girls-crease-resistant-skinny-leg-trousers-with-adjustable-waist/p/p60100739,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers
P60110153,5 Pack of Stud Earrings Set,http://www.marksandspencer.com/5-pack-of-stud-earrings-set/p/p60110153,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60099729,Sumptuously Soft Padded Full Cup T-Shirt Bra A-DD,http://www.marksandspencer.com/sumptuously-soft-padded-full-cup-t-shirt-bra-a-dd/p/p60099729,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60090321,Grey Slim Fit Italian Wool Trousers,http://www.marksandspencer.com/grey-textured-slim-fit-wool-trousers/p/p60090321,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60099975,Boys' Regular Leg Slim Fit Trousers,http://www.marksandspencer.com/boys-crease-resistant-straight-leg-trousers/p/p60099975,boys>bottomwear>pants>straight_leg,boys>bottomwear>pants>trousers,boys>bottomwear>pants>straight_leg,boys>bottomwear>pants>trousers
P22455503,Wool Rich Overcoat,http://www.marksandspencer.com/buttonsafe-revere-collar-coat-with-wool/p/p22455503,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60116698,Wool Blend Jacket with Italian Fabric,http://www.marksandspencer.com/textured-tailored-fit-jacket/p/p60116698,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P22460337,2 Pack Assorted Ties,http://www.marksandspencer.com/2-pack-striped-tie/p/p22460337,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P22488377,Leather Lace-up Heavy Sole Brogue Shoes,http://www.marksandspencer.com/leather-heavy-sole-brogue-shoes/p/p22488377,NA>shoes>flats>brogues,NA>shoes>flats>brogues,NA>shoes>flats>brogues,NA>shoes>flats>brogues
P22286833,2 Pack Pure Cotton Cellular Vests with StayNEW&trade;,http://www.marksandspencer.com/2-pack-pure-cotton-sleeveless-cellular-vests-with-staynew/p/p22286833,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60100740,Senior Girls' Skinny Leg Trousers,http://www.marksandspencer.com/girls-crease-resistant-skinny-leg-trousers-with-belt/p/p60100740,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers
P60112589,Lace Wrap High Leg Knickers,http://www.marksandspencer.com/lace-wrap-high-leg-knickers/p/p60112589,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P22489404,Navy Striped Regular Fit Wool Jacket,http://www.marksandspencer.com/navy-striped-regular-fit-wool-jacket/p/p22489404,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P22497091,Multi Shell Chip Long Necklace,http://www.marksandspencer.com/multi-shell-chip-long-necklace/p/p22497091,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60098005,Black Modern Slim Fit Trousers,http://www.marksandspencer.com/black-modern-slim-fit-trousers/p/p60098005,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60165035,Cotton Blend Floral Print Sweatshirt,http://www.marksandspencer.com/cotton-blend-floral-print-sweatshirt/p/p60165035,NA>topwear>sweatshirts,NA>topwear>sweatshirts,NA>topwear>sweatshirts,NA>topwear>sweatshirts
P60156622,Faux Leather Embroidered Tote Bag,http://www.marksandspencer.com/faux-leather-embroidered-tote-bag/p/p60156622,NA>bags>others,NA>bags>others,NA>bags>others,NA>bags>others
P22496773,Navy Slim Fit Jacket,http://www.marksandspencer.com/navy-slim-fit-jacket/p/p22496773,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60130030,Cherry Print Notch Neck ¾ Sleeve Blouse,http://www.marksandspencer.com/cherry-print-notch-neck-sleeve-blouse/p/p60130030,NA>topwear>blouses,NA>topwear>blouses,NA>topwear>blouses,NA>topwear>blouses
P60109167,Navy Tailored Fit Wool Jacket,http://www.marksandspencer.com/navy-tailored-fit-wool-jacket/p/p60109167,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60125392,Cotton Vests with Stretch (18 Months - 10 Years),http://www.marksandspencer.com/cotton-vests-with-stretch-18-months-10-years-/p/p60125392,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60113473,Sheen Compact Umbrella with FLEXIRIB&trade;,http://www.marksandspencer.com/sheen-compact-umbrella-with-flexirib/p/p60113473,NA>accessories>umbrellas,NA>accessories>umbrellas,NA>accessories>umbrellas,NA>accessories>umbrellas
P60129798,Pure Cotton Floral Print Longline Blouse,http://www.marksandspencer.com/pure-cotton-floral-print-longline-blouse/p/p60129798,NA>topwear>blouses,NA>topwear>blouses,NA>topwear>blouses,NA>topwear>blouses
P22248596,Black Regular Fit Trousers,http://www.marksandspencer.com/flat-front-eveningwear-trousers/p/p22248596,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P22402057,Grey Slim Fit Jacket,http://www.marksandspencer.com/slim-fit-2-button-jacket/p/p22402057,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P22459255,Charcoal Tailored Fit Trousers,http://www.marksandspencer.com/tailored-fit-flat-front-trousers/p/p22459255,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60137152,Double Pearl Tassel Necklace,http://www.marksandspencer.com/double-pearl-tassel-necklace/p/p60137152,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P22328590,Pre Tied Velvet Bow Tie,http://www.marksandspencer.com/pre-tied-velvet-bow-tie/p/p22328590,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P60090711,Firm Control Smoothing Floral Lace Body,http://www.marksandspencer.com/firm-control-floral-lace-body/p/p60090711,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P60143756,Pretty Garden Sequin Cluster Necklace,http://www.marksandspencer.com/pretty-garden-sequin-cluster-necklace/p/p60143756,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60111611,Big & Tall Navy Slim Fit Trousers,http://www.marksandspencer.com/big-and-tall-navy-slim-fit-trousers/p/p60111611,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P22469526,Ponte Straight Leg Trousers,http://www.marksandspencer.com/slim-leg-trousers/p/p22469526,NA>bottomwear>pants>trousers,NA>bottomwear>pants>straight_leg,NA>bottomwear>pants>trousers,NA>bottomwear>pants>straight_leg
P60098652,2 Pack Pure Cotton Assorted Hats,http://www.marksandspencer.com/2-pack-pure-cotton-assorted-hats/p/p60098652,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others
P60135881,Pure Cotton Shirt with Pocket,http://www.marksandspencer.com/pure-cotton-shirt-with-pocket/p/p60135881,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60089141,2 Pack Lace Trim Midi Knickers,http://www.marksandspencer.com/2-pack-lace-trim-midi-knickers/p/p60089141,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60111029,5 Pack Lace Waisted High Leg Knickers,http://www.marksandspencer.com/5-pack-compact-spun-high-leg-knickers/p/p60111029,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60099639,2 Pack Post Surgery Full Cup Bras A-E,http://www.marksandspencer.com/2-pack-post-surgery-full-cup-bra-a-e/p/p60099639,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P60132709,Olders’ Sporty Sunglasses,http://www.marksandspencer.com/kids-sunglasses/p/p60132709,NA>accessories>eyewear,NA>accessories>eyewear,NA>accessories>eyewear,NA>accessories>eyewear
P60131338,2in Longer Pure Cotton Tailored Fit Shirt,http://www.marksandspencer.com/2inch-longer-pure-cotton-tailored-fit-shirt/p/p60131338,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60102004,Oval Striped Cufflinks,http://www.marksandspencer.com/oval-striped-cufflinks/p/p60102004,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks
P60111290,7 Pack London Design Freshfeet&trade; Socks,http://www.marksandspencer.com/7-pairs-of-cotton-rich-cool-and-freshfeet-socks/p/p60111290,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60139361,Wide Fit Wedge Heel Espadrilles,http://www.marksandspencer.com/wide-fit-wedge-heel-espadrilles/p/p60139361,NA>shoes>heels>wedges,NA>shoes>heels>wedges,NA>shoes>heels>wedges,NA>shoes>heels>wedges
P60098745,2 Pack Velour Joggers,http://www.marksandspencer.com/2-pack-cotton-rich-joggers/p/p60098745,NA>activewear>pants,NA>activewear>pants,NA>activewear>pants,NA>activewear>pants
P22238572,2 Pack Padded Multiway Bras A-D,http://www.marksandspencer.com/2-pack-padded-multiway-a-d-bras/p/p22238572,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P22348354,Pull-on Leggings,http://www.marksandspencer.com/plain-leggings/p/p22348354,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60115772,Extra High Impact Non-Padded Sports Bra A-G,http://www.marksandspencer.com/breathable-extra-high-impact-sports-full-cup-bra-a-g/p/p60115772,NA>activewear>sports_bras,NA>activewear>sports_bras,NA>activewear>sports_bras,NA>activewear>sports_bras
P60135635,Chunky Preppy Square Sunglasses,http://www.marksandspencer.com/chunky-preppy-square-sunglasses/p/p60135635,NA>accessories>eyewear,NA>accessories>eyewear,NA>accessories>eyewear,NA>accessories>eyewear
P60101932,5 Pack Cool & Freshfeet&trade; Cushioned Sole Socks,http://www.marksandspencer.com/5-pairs-of-cool-and-freshfeet-cushioned-sole-socks/p/p60101932,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60106166,Extra High Impact Non-Padded Sports Bra B-G,http://www.marksandspencer.com/extra-high-impact-sports-full-cup-bra-b-g/p/p60106166,NA>activewear>sports_bras,NA>activewear>sports_bras,NA>activewear>sports_bras,NA>activewear>sports_bras
P60119709,Derby Lace-up Shoes,http://www.marksandspencer.com/derby-lace-up-shoes/p/p60119709,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P22083958,40 Denier Fine Cotton Tights,http://www.marksandspencer.com/40-denier-fine-cotton-tights-1-pair-pack/p/p22083958,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P22195522,Pure Cotton Non Iron Slim Fit Shirt,http://www.marksandspencer.com/ultimate-non-iron-pure-cotton-slim-fit-twill-shirt-with-stainaway/p/p22195522,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60106651,2 Piece Cord Applique Dungaree and Bodysuit,http://www.marksandspencer.com/2-piece-pure-cotton-dungarees-and-bodysuit/p/p60106651,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P60098638,3 Pack Pure Cotton Leggings,http://www.marksandspencer.com/3-pure-cotton-ribbed-baby-joggers/p/p60098638,NA>activewear>pants,NA>bottomwear>pants>leggings,NA>activewear>pants,NA>bottomwear>pants>leggings
P60102026,Horizontal Stripe Tie Clip,http://www.marksandspencer.com/horizontal-stripe-tie-clip/p/p60102026,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P22328743,Pearl Effect Diamanté Stretch Bracelet,http://www.marksandspencer.com/pearl-effect-diamant-stretch-bracelet/p/p22328743,NA>accessories>jewelry>bracelets&bangles,NA>accessories>jewelry>bracelets&bangles,NA>accessories>jewelry>bracelets&bangles,NA>accessories>jewelry>bracelets&bangles
P22471495,Wide Fit Leather Wedge Heel Pump Shoes,http://www.marksandspencer.com/leather-wide-fit-wedge-ballerina-shoes/p/p22471495,NA>shoes>ballerina,NA>shoes>heels>pumps,NA>shoes>ballerina,NA>shoes>heels>pumps
P60101834,5 Pack Cool & Freshfeet&trade; Assorted Socks,http://www.marksandspencer.com/5-pairs-of-cool-and-freshfeet-assorted-socks/p/p60101834,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P22473693,Tapered Fit Stretch Jeans with Stormwear&trade;,http://www.marksandspencer.com/tapered-fit-jean-with-stormwear/p/p22473693,NA>bottomwear>jeans>others,NA>bottomwear>jeans>others,NA>bottomwear>jeans>others,NA>bottomwear>jeans>others
P60122352,Silver Plated Diamanté Knot Stud Earrings,http://www.marksandspencer.com/silver-plated-diamant-knot-stud-earrings/p/p60122352,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60111189,5 Pack Lace Waisted Thongs,http://www.marksandspencer.com/5-pack-compact-spun-lace-waist-thongs/p/p60111189,NA>lingerie>others,NA>lingerie>others,NA>lingerie>others,NA>lingerie>others
P60107596,3 Pair Pack Merino Wool Rich Ankle High Socks,http://www.marksandspencer.com/3-pair-pack-merino-wool-rich-ankle-high-socks/p/p60107596,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P22327735,Shell Spacer Necklace & Earrings Set,http://www.marksandspencer.com/shell-spacer-necklace-and-earrings-set/p/p22327735,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P21078615,3 Pack 3 Hook Bra Extenders,http://www.marksandspencer.com/3-pack-3-hook-bra-extenders/p/p21078615,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P60108718,Floral Print Brazilian Knickers,http://www.marksandspencer.com/no-vpl-floral-print-brazilian-knickers/p/p60108718,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60106828,Metal Textured Cufflinks,http://www.marksandspencer.com/metal-textured-cufflinks/p/p60106828,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks
P22509396,Open Front Ribbed Cardigan,http://www.marksandspencer.com/open-front-ribbed-cardigan/p/p22509396,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60106849,Asymmetric Centre Cufflinks,http://www.marksandspencer.com/asymmetric-centre-cufflinks/p/p60106849,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks
P60091275,5 Pack Floral Embroidered High Leg Knickers,http://www.marksandspencer.com/5-pack-floral-embroidered-high-leg-knickers/p/p60091275,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60105667,Charcoal Textured Regular Fit Trousers,http://www.marksandspencer.com/charcoal-textured-regular-fit-trousers/p/p60105667,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P22478031,Skinny Fit Stretch Jeans,http://www.marksandspencer.com/skinny-fit-jean/p/p22478031,NA>bottomwear>jeans>skinny,NA>bottomwear>jeans>skinny,NA>bottomwear>jeans>skinny,NA>bottomwear>jeans>skinny
P22306142,Girls' Cotton Rich Cardigan,http://www.marksandspencer.com/girls-cotton-rich-cable-knit-cardigan-with-stay-new/p/p22306142,girls>outerwear>cardigans,girls>outerwear>cardigans,girls>outerwear>cardigans,girls>outerwear>cardigans
P60090390,Grey Tailored Fit Italian Wool Waistcoat,http://www.marksandspencer.com/grey-textured-tailored-fit-wool-waistcoat/p/p60090390,NA>outerwear>jackets&coats>waist_coats,NA>outerwear>jackets&coats>waist_coats,NA>outerwear>jackets&coats>waist_coats,NA>outerwear>jackets&coats>waist_coats
P60113786,Floral Embroidered Non-Padded Full Cup Bra DD-H,http://www.marksandspencer.com/floral-embroidered-non-padded-full-cup-bra-dd-h/p/p60113786,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P60090322,Grey Slim Fit Italian Wool Jacket,http://www.marksandspencer.com/grey-textured-slim-fit-wool-jacket/p/p60090322,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
