ext_id,title,link,msd_ontology_with_link,msd_ontology_with_title,cp_ontology_with_link,cp_ontology_with_title
P60144291,Extra Wide Fit Leather Lace-up Boat Shoes,http://www.marksandspencer.com/extra-wide-fit-leather-lace-up-boat-shoes/p/p60144291,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60146762,2 Piece Pure Cotton Romper with Hat,http://www.marksandspencer.com/2-piece-pure-cotton-romper-with-hat/p/p60146762,NA>jumpuits_rompers>rompers,NA>jumpuits_rompers>rompers,NA>jumpuits_rompers>rompers,NA>jumpuits_rompers>rompers
P60156139,Floral Print Short Sleeve Tea Dress,http://www.marksandspencer.com/floral-print-short-sleeve-tea-dress/p/p60156139,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60128913,Grey Textured Double Breasted Jacket,http://www.marksandspencer.com/grey-textured-tailored-fit-jacket/p/p60128913,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60129012,Indigo Striped Tailored Fit Wool Jacket,http://www.marksandspencer.com/indigo-striped-tailored-fit-wool-jacket/p/p60129012,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60156021,Ruched Sleeveless Maxi Dress with Belt,http://www.marksandspencer.com/ruched-maxi-dress/p/p60156021,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi
P60159392,Pure Cotton Dress (3 Months - 7 Years),http://www.marksandspencer.com/pure-cotton-dress-3-months-7-years-/p/p60159392,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60150464,Pure Cotton Textured Shirt with Pocket,http://www.marksandspencer.com/pure-cotton-textured-shirt-with-pocket/p/p60150464,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60132604,Baby Leather Riptape Bunny Shoes,http://www.marksandspencer.com/baby-leather-riptape-bunny-shoes/p/p60132604,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60147424,Pure Cotton Jumpsuit (3 Months - 7 Years),http://www.marksandspencer.com/pure-cotton-jumpsuit-3-months-7-years-/p/p60147424,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits
P60147835,Cotton Rich Frill Sleeve Top,http://www.marksandspencer.com/cotton-rich-frill-sleeve-top/p/p60147835,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60160569,Pocket Trim Round Neck Short Sleeve T-Shirt,http://www.marksandspencer.com/pocket-trim-round-neck-short-sleeve-t-shirt/p/p60160569,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60157493,Pure Linen Peg Trousers,http://www.marksandspencer.com/pure-linen-peg-trousers/p/p60157493,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60172117,Linen Miracle Tailored Fit Jacket,http://www.marksandspencer.com/linen-miracle-tailored-fit-textured-jacket/p/p60172117,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60178748,Lace Insert Leggings,http://www.marksandspencer.com/lace-insert-leggings/p/p60178748,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60156018,Ruched Sleeveless Maxi Dress with Belt,http://www.marksandspencer.com/ruched-maxi-dress/p/p60156018,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi
P60152057,Animal Print Long Sleeve Shirt,http://www.marksandspencer.com/animal-print-long-sleeve-shirt/p/p60152057,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60144339,Striped Slip-on Pump,http://www.marksandspencer.com/striped-slip-on-pump-shoes/p/p60144339,NA>shoes>heels>pumps,NA>shoes>athletic_sneakers>slipon,NA>shoes>heels>pumps,NA>shoes>athletic_sneakers>slipon
P60158770,CURVE Scoop Neck Short Sleeve Blouse,http://www.marksandspencer.com/curve-scoop-neck-short-sleeve-blouse/p/p60158770,NA>topwear>blouses,NA>topwear>blouses,NA>topwear>blouses,NA>topwear>blouses
P60143665,Slim Fit Modal Rich Textured Polo Shirt,http://www.marksandspencer.com/slim-fit-modal-rich-textured-polo-shirt/p/p60143665,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt
P60150071,Big & Tall Straight Fit Pure Cotton Chinos,http://www.marksandspencer.com/big-and-tall-straight-fit-pure-cotton-chinos/p/p60150071,NA>bottomwear>pants>others,NA>bottomwear>pants>others,NA>bottomwear>pants>others,NA>bottomwear>pants>others
P60150304,Lace-up Derby Shoes,http://www.marksandspencer.com/lace-up-derby-shoes/p/p60150304,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60144686,Pure Cotton Checked Shirt with Pocket,http://www.marksandspencer.com/pure-cotton-checked-shirt-with-pocket/p/p60144686,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60161982,Cotton Blend Checked Duster Coat,http://www.marksandspencer.com/cotton-blend-checked-duster-coat/p/p60161982,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60160069,Linen Rich Striped Jumpsuit with Belt,http://www.marksandspencer.com/linen-rich-striped-jumpsuit/p/p60160069,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits,NA>jumpuits_rompers>jumpsuits
P60150332,Pure Cotton Checked Shirt with Pocket,http://www.marksandspencer.com/pure-cotton-checked-shirt-with-pocket/p/p60150332,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60145712,Mid Rise Denim Shorts,http://www.marksandspencer.com/mid-rise-denim-shorts/p/p60145712,NA>bottomwear>jeans>shorts,NA>bottomwear>jeans>shorts,NA>bottomwear>jeans>shorts,NA>bottomwear>jeans>shorts
P60157730,Striped Tie Back Short Sleeve T-Shirt,http://www.marksandspencer.com/striped-tie-back-short-sleeve-t-shirt/p/p60157730,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60150524,Water Saurus Print T-Shirt (3-16 Years),http://www.marksandspencer.com/watersaurus-print-t-shirt-3-16-years-/p/p60150524,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60155112,Linen Rich Printed Casual Shorts,http://www.marksandspencer.com/linen-rich-printed-casual-shorts/p/p60155112,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60157678,Pure Cotton Striped Broderie Hem T-Shirt,http://www.marksandspencer.com/pure-cotton-striped-broderie-hem-t-shirt/p/p60157678,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60150334,Pure Cotton Checked Shirt with Pocket,http://www.marksandspencer.com/pure-cotton-checked-shirt-with-pocket/p/p60150334,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60161287,Pure Silk Leaf Motif Print Pocket Square,http://www.marksandspencer.com/pure-silk-floral-print-pocket-square/p/p60161287,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P60144680,Suede Lace-up Pump,http://www.marksandspencer.com/suede-lace-up-pump-shoes/p/p60144680,NA>shoes>heels>pumps,NA>shoes>heels>pumps,NA>shoes>heels>pumps,NA>shoes>heels>pumps
P60145648,Zipped Through Hooded Top (3-16 Years),http://www.marksandspencer.com/zipped-through-hooded-top-3-16-years-/p/p60145648,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60128980,Grey Striped Tailored Fit Jacket,http://www.marksandspencer.com/grey-striped-tailored-fit-jacket/p/p60128980,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60169074,Regular Fit Pure Cotton Polo Shirt,http://www.marksandspencer.com/regular-fit-pure-cotton-polo-shirt/p/p60169074,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt
P60144130,Quick Dry Cargo Swim Shorts,http://www.marksandspencer.com/pure-cotton-quick-dry-swim-shorts/p/p60144130,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60128953,Pure Cotton Easy to Iron Regular Fit Shirt,http://www.marksandspencer.com/pure-cotton-easy-to-iron-regular-fit-shirt/p/p60128953,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60138021,Pure Cotton Dipped Hem Shirt Dress,http://www.marksandspencer.com/pure-cotton-dipped-hem-shirt-dress/p/p60138021,NA>dresses>shirt,NA>dresses>shirt,NA>dresses>shirt,NA>dresses>shirt
P60147420,Pure Cotton Dress (3 Months - 7 Years),http://www.marksandspencer.com/pure-cotton-dress-3-months-7-years-/p/p60147420,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60145627,Zipped Through Hooded Top (3-16 Years),http://www.marksandspencer.com/zipped-through-hooded-top-3-16-years-/p/p60145627,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60165810,Pure Cotton Regular Fit Luxury Shirt,http://www.marksandspencer.com/pure-cotton-regular-fit-luxury-shirt/p/p60165810,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60128979,Grey Striped Tailored Fit Trousers,http://www.marksandspencer.com/grey-striped-tailored-fit-trousers/p/p60128979,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60140405,Modal Rich Checked Shirt with Pocket,http://www.marksandspencer.com/easy-care-modal-rich-checked-shirt/p/p60140405,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60144087,Pure Cotton Contrast Collar Polo Shirt,http://www.marksandspencer.com/pure-cotton-contrast-collar-polo-shirt/p/p60144087,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt
P60163482,Stiletto Heel Jewel Ankle Strap Sandals,http://www.marksandspencer.com/stiletto-heel-jewel-ankle-strap-sandals/p/p60163482,NA>shoes>sandals,NA>shoes>sandals,NA>shoes>sandals,NA>shoes>sandals
P60147574,Cotton Shorts with Stretch (6-16 Years),http://www.marksandspencer.com/cotton-shorts-with-stretch-6-16-years-/p/p60147574,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60158578,Over Stitch Hoop Earrings,http://www.marksandspencer.com/over-stitch-hoop-earrings/p/p60158578,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60176345,Beaded Hoop Earrings,http://www.marksandspencer.com/beaded-hoop-earrings/p/p60176345,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60159471,Striped Dress (3 Months - 7 Years),http://www.marksandspencer.com/striped-dress-3-months-7-years-/p/p60159471,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60155782,Palm Print Slip Midi Dress,http://www.marksandspencer.com/palm-print-slip-midi-dress/p/p60155782,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60147380,Top with Leggings Outfit (3 Months - 7 Years),http://www.marksandspencer.com/top-with-leggings-outfit-3-months-7-years-/p/p60147380,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60166157,Pure Cotton Easy to Iron Tailored Fit Shirt,http://www.marksandspencer.com/pure-cotton-easy-to-iron-tailored-fit-shirt/p/p60166157,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60148382,Cotton Mermaid Print Pyjamas (1-7 Years),http://www.marksandspencer.com/cotton-mermaid-print-pyjamas-1-7-years-/p/p60148382,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60153678,Palm Tree Embroidered Quick Dry Swim Shorts,http://www.marksandspencer.com/embroidered-quick-dry-swim-shorts/p/p60153678,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60144727,Pure Cotton Slim Fit Flamingo Print Shirt,http://www.marksandspencer.com/pure-cotton-slim-fit-flamingo-print-shirt/p/p60144727,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60149125,Pure Cotton Striped Polo Shirt,http://www.marksandspencer.com/pure-cotton-striped-polo-shirt/p/p60149125,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt,NA>topwear>shirt
P60143585,Slim Fit Pure Cotton Crew Neck T-Shirt,http://www.marksandspencer.com/slim-fit-pure-cotton-crew-neck-t-shirt/p/p60143585,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60180248,Floral Print Short Sleeve T-Shirt,http://www.marksandspencer.com/floral-print-short-sleeve-t-shirt/p/p60180248,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60179210,Satin Long Sleeve Shirt,http://www.marksandspencer.com/satin-long-sleeve-shirt/p/p60179210,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60158635,Tree of Life Necklace,http://www.marksandspencer.com/tree-of-life-necklace/p/p60158635,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60186117,2 Piece Top & Bottom Outfit (3 Months - 7 Years),http://www.marksandspencer.com/2-piece-top-and-bottom-outfit-3-months-7-years-/p/p60186117,NA>bottomwear>others,NA>bottomwear>others,NA>bottomwear>others,NA>bottomwear>others
P60153687,Floral Print Tapered Peg Trousers,http://www.marksandspencer.com/floral-print-tapered-peg-trousers/p/p60153687,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60147649,Pure Cotton Crochet Stitch Cardigan,http://www.marksandspencer.com/pure-cotton-crochet-stitch-cardigan/p/p60147649,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60152173,Floral Print Tapered Peg Trousers,http://www.marksandspencer.com/floral-print-tapered-peg-trousers/p/p60152173,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60146380,Wonder Woman&trade; Pure Cotton Short Pyjamas (5-14 Years),http://www.marksandspencer.com/pure-cotton-printed-pyjamas-5-14-years-/p/p60146380,NA>bottomwear>pyjama,women>bottomwear>pyjama,NA>bottomwear>pyjama,women>bottomwear>pyjama
P60111387,Black Tailored Fit Dinner Jacket,http://www.marksandspencer.com/black-tailored-fit-dinner-jacket/p/p60111387,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60156016,High Impact Padded Sports Bra A-DD,http://www.marksandspencer.com/high-impact-padded-sports-bra-a-dd/p/p60156016,NA>activewear>sports_bras,NA>activewear>sports_bras,NA>activewear>sports_bras,NA>activewear>sports_bras
P60156351,Pure Cotton Printed Shirt Midi Dress,http://www.marksandspencer.com/pure-cotton-printed-shirt-midi-dress/p/p60156351,NA>dresses>shirt,NA>dresses>shirt,NA>dresses>shirt,NA>dresses>shirt
P60160169,Pure Silk Textured Tie,http://www.marksandspencer.com/pure-silk-textured-tie/p/p60160169,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P60166109,Stiletto Heel T-Bar Courts Shoes,http://www.marksandspencer.com/stiletto-heel-t-bar-courts-shoes/p/p60166109,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60157330,Pure Supima Cotton Striped 3/4 Sleeve T-Shirt,http://www.marksandspencer.com/pure-cotton-striped-3-4-sleeve-t-shirt/p/p60157330,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60128969,Grey Textured Tailored Fit Trousers,http://www.marksandspencer.com/grey-textured-tailored-fit-trousers/p/p60128969,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60157657,Pearl Effect Drop Earrings,http://www.marksandspencer.com/pearl-effect-drop-earrings/p/p60157657,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60147350,Pure Cotton Dress (3 Months - 7 Years),http://www.marksandspencer.com/pure-cotton-dress-3-months-7-years-/p/p60147350,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60167714,Almond Toe Mule Shoes,http://www.marksandspencer.com/almond-toe-mule-shoes/p/p60167714,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60144295,Suede Nimbus Lace-up Trainers,http://www.marksandspencer.com/suede-nimbus-lace-up-trainers/p/p60144295,,,,
P60147591,Pure Cotton Bikini Knickers (6-16 Years),http://www.marksandspencer.com/pure-cotton-bikini-knickers-6-16-years-/p/p60147591,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60156923,Printed Bandeau Tankini Top,http://www.marksandspencer.com/printed-bandeau-tankini-top/p/p60156923,NA>swimwear>one_piece,NA>swimwear>one_piece,NA>swimwear>one_piece,NA>swimwear>one_piece
P60147426,Slim Fit Pure Cotton Crew Neck T-Shirt,http://www.marksandspencer.com/slim-fit-pure-cotton-crew-neck-t-shirt/p/p60147426,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60158559,Droplets Necklace,http://www.marksandspencer.com/droplets-necklace/p/p60158559,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60126026,5 Pack Cotton Rich Trainer Liner Socks,http://www.marksandspencer.com/5-pack-cotton-rich-trainer-liner-socks/p/p60126026,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60128593,Pebble Grain Leather Card Wallet Cardsafe&trade;,http://www.marksandspencer.com/pebble-grain-leather-card-wallet/p/p60128593,NA>bags>wallets,NA>bags>wallets,NA>bags>wallets,NA>bags>wallets
P60147430,Slim Fit Pure Cotton Crew Neck T-Shirt,http://www.marksandspencer.com/slim-fit-pure-cotton-crew-neck-t-shirt/p/p60147430,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60160292,Metal Cat Eye Sunglasses,http://www.marksandspencer.com/metal-cat-eye-sunglasses/p/p60160292,NA>accessories>eyewear,NA>accessories>eyewear,NA>accessories>eyewear,NA>accessories>eyewear
P60167704,CURVE V-Neck Short Sleeve Jumper,http://www.marksandspencer.com/curve-v-neck-short-sleeve-jumper/p/p60167704,NA>jumper>dresses,NA>jumper>dresses,NA>jumper>dresses,NA>jumper>dresses
P60149883,2 Pack Short Pyjamas (3-16 Years),http://www.marksandspencer.com/2-pack-short-pyjamas-3-16-years-/p/p60149883,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60160770,2 Pack Pure Cotton Vest Tops (3-16 Years),http://www.marksandspencer.com/2-pack-pure-cotton-vest-tops-3-16-years-/p/p60160770,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60155822,Short Sleeve Bandeau Dress,http://www.marksandspencer.com/short-sleeve-bandeau-dress/p/p60155822,NA>dresses>others,NA>dresses>others,NA>dresses>others,NA>dresses>others
P60148869,Raincoat with Stormwear&trade; (3-16 Years),http://www.marksandspencer.com/raincoat-with-stormwear-3-16-years-/p/p60148869,NA>outerwear>others,NA>outerwear>others,NA>outerwear>others,NA>outerwear>others
P60172177,Scoop Neck Long Sleeve T-Shirt,http://www.marksandspencer.com/scoop-neck-long-sleeve-t-shirt/p/p60172177,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60156241,Cotton Rich Floral Printed Shirt,http://www.marksandspencer.com/cotton-rich-printed-shirt/p/p60156241,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60187915,Cotton Rich Textured V-Neck Vest Top,http://www.marksandspencer.com/cotton-rich-textured-v-neck-vest-top/p/p60187915,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60158634,Painted Wings Drop Earrings,http://www.marksandspencer.com/painted-wings-drop-earrings/p/p60158634,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P60119409,Navy Textured Tailored Fit Jacket,http://www.marksandspencer.com/navy-textured-tailored-fit-jacket/p/p60119409,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60172087,Knitted Tie,http://www.marksandspencer.com/knitted-tie/p/p60172087,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P60144132,Leather Slip-on Loafers,http://www.marksandspencer.com/leather-slip-on-loafers/p/p60144132,NA>shoes>athletic_sneakers>slipon,NA>shoes>athletic_sneakers>slipon,NA>shoes>athletic_sneakers>slipon,NA>shoes>athletic_sneakers>slipon
P60138987,Blue Modern Slim Fit Double Breasted Jacket,http://www.marksandspencer.com/blue-textured-modern-slim-fit-jacket/p/p60138987,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60139026,Black Stripe Resin Cufflinks,http://www.marksandspencer.com/black-stripe-resin-cufflinks/p/p60139026,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks,NA>accessories>cufflinks
P60151823,Pure Linen Textured Casual Shorts,http://www.marksandspencer.com/pure-linen-textured-casual-shorts/p/p60151823,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60167521,5 Pair Pack Cotton Rich Ankle High Socks,http://www.marksandspencer.com/5-pair-pack-cotton-rich-ankle-high-socks/p/p60167521,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60146666,Kids’ Summer Hat (3 Months - 6 Years),http://www.marksandspencer.com/kids-summer-hat-3-months-6-years-/p/p60146666,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others
P60129018,Navy Tailored Fit Wool Trousers,http://www.marksandspencer.com/navy-tailored-fit-wool-trousers/p/p60129018,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60147483,Pure Cotton Asymmetric Top (3-16 Years),http://www.marksandspencer.com/pure-cotton-asymmetric-top-3-16-years-/p/p60147483,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60129282,Coated Leather Reversible Belt,http://www.marksandspencer.com/coated-leather-reversible-belt/p/p60129282,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts
P60144907,Canvas Lace-up Trainers,http://www.marksandspencer.com/lace-up-pump-shoes/p/p60144907,NA>shoes>heels>pumps,,NA>shoes>heels>pumps,
P60160776,Textured Fedora Sun Hat,http://www.marksandspencer.com/textured-fedora-sun-hat/p/p60160776,NA>accessories>hats>sunhats,NA>accessories>hats>sunhats,NA>accessories>hats>sunhats,NA>accessories>hats>sunhats
P60144167,Lace-up Boat Shoes with Freshfeet&trade;,http://www.marksandspencer.com/lace-up-boat-shoes-with-freshfeet/p/p60144167,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60146764,Pure Cotton Long Sleeve Cardigan,http://www.marksandspencer.com/pure-cotton-long-sleeve-cardigan/p/p60146764,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60178107,PETITE Cotton Rich Leggings,http://www.marksandspencer.com/petite-cotton-rich-leggings/p/p60178107,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60146075,2 Piece Frill Sleeve Top & Leggings Outfit,http://www.marksandspencer.com/2-piece-frill-sleeve-top-and-leggings-outfit/p/p60146075,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60156238,Pure Cotton Beach Pier Design Shirt,http://www.marksandspencer.com/pure-cotton-printed-shirt/p/p60156238,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60144958,Lace-up Derby Shoes,http://www.marksandspencer.com/lace-up-derby-shoes/p/p60144958,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60128369,Textured Modern Slim Fit Jacket,http://www.marksandspencer.com/textured-modern-slim-fit-jacket/p/p60128369,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60144124,Tutu Skirt (3-16 Years),http://www.marksandspencer.com/tutu-skirt-3-16-years-/p/p60144124,NA>bottomwear>skirts>others,NA>bottomwear>skirts>others,NA>bottomwear>skirts>others,NA>bottomwear>skirts>others
P60148296,2 Pack Nightdress (18 Months - 7 Years),http://www.marksandspencer.com/2-pack-nightdress-18-months-7-years-/p/p60148296,NA>sleepwear>others,NA>sleepwear>others,NA>sleepwear>others,NA>sleepwear>others
P60154760,Secret Slimming&trade; Plunge Padded Swimsuit,http://www.marksandspencer.com/secret-slimming-plunge-padded-swimsuit/p/p60154760,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others,NA>swimwear>others
P60153696,Cotton Rich Cropped Joggers,http://www.marksandspencer.com/cotton-rich-cropped-joggers/p/p60153696,NA>activewear>pants,NA>activewear>pants,NA>activewear>pants,NA>activewear>pants
P60156217,Pure Cotton Slim Fit Shirt with Pocket,http://www.marksandspencer.com/pure-cotton-slim-fit-shirt-with-pocket/p/p60156217,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60144066,Slim Fit Pure Cotton Crew Neck T-Shirt,http://www.marksandspencer.com/slim-fit-pure-cotton-crew-neck-t-shirt/p/p60144066,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60139154,Hand Woven Trilby Hat,http://www.marksandspencer.com/hand-woven-trilby-hat/p/p60139154,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others
